Tweet,GT Target,GT Stance,Mapped Target,Generated Targets,Best Gen Target
With all of the public photos with his hands groping children? Good luck with that. #JoeBiden #Biden,Joe Biden,AGAINST,Joe Biden,"['public photos', 'gustation', 'children', 'biden Biden', 'public relations', 'public policy']",biden Biden
"while I support Joe, I jokingly call Gov. Cuomo President Andrew. There's still time for a draft, isn't there? #DNC",Joe Biden,FAVOR,school uniforms,"['governance', 'congress', 'congregation', 'elections', 'comparative', 'computational social science', 'political science', 'social computing', 'social science', 'democracy', 'social engineering', 'social issues', 'social software']",computational social science
The cruelty in #JoeBiden candidacy is his obvious mental decline &amp; the fact that establish Dems &amp; corporate America continue promoting him regardless of the personal/professional outcome to him &amp; the country. It is shameful. #NoBiden,Joe Biden,AGAINST,Joe Biden,"['mental decline', 'Dems', 'political science', 'political economy', 'political debt', 'political corruption', 'political economics', 'political finance']",political corruption
"Now we all had a good time dancing on the proverbial grave of #JoeBiden yesterday. But remember it's not his diminishing mental state or his gaffs that make him bad. It's his long history of political actions that hurt people of color, women and poor ppl",Joe Biden,AGAINST,abortion,"['political actions', 'race', 'ethnicity', 'gender', 'ethnic minorities', 'ethnic groups', 'ethnic communities', 'gender differences', 'ethnic diversity', 'ethnic equity', 'ethnic identity', 'ethnic inequality', 'ethnic discrimination', 'ethnic disparity', 'ethnic differences']",ethnic discrimination
"And even if he didn't know,he is basically not a worse person. It only shows us that the root of all evil is equal opportunities and access to education for everyone,not just for the privileged! That is the point we should think about. Biden will be on the right track! #VoteBlue",Joe Biden,FAVOR,Joe Biden,"['biden', 'bidenck', 'comparative research', 'computing education', 'computers and society', 'computational social science', 'comprehension', 'composability', 'completion', 'composition', 'commissionation', 'comcom']",biden
"Don't worry. In a few months, he'll have to address him as ""President Biden"". #JoeBiden #VoteBiden2020 @JoeBiden",Joe Biden,FAVOR,Joe Biden,"['presidential', 'biden', 'bipartite', 'bicomputer', 'bricomputer']",biden
"Women dont like it when old, white men pander to them for their votes. Women want to be at the top of the ticket, not in the consolation spot as VP. You are a joke, Joe and will be making the same mistake that Walt and Johnny made. #DementiaJoe #DemocratsAreDangerous",Joe Biden,AGAINST,abortion,"['women', 'white men', 'voting', 'voter fraud', ""voters'choice""]",women
#DemocraticDebate Wow!!! Uncle Joe just whacked Gillibrand : Whats changed ? You running for President ...,Joe Biden,FAVOR,Bernie Sanders,"['debate', 'gillibrand', 'gigand', 'computational social science', 'electronic government', 'elections', 'electoral campaigns', 'elective laws', 'comparative']",electoral campaigns
I've gotta say it LOUD n C L E A R...u don't have what it takes to win. You're a THIEF (who stole OUR $$. A LIAR (not very good 1 tho). U were the sleeping dog for Obama while he tried to destroy OUR country! U r a P.O.S.!!! Nothing about u says 'presidential' #NoJoe #Biden,Joe Biden,AGAINST,Joe Biden,"['bidenck', 'bidenkirkpatrick', 'bipartite', 'bicomputer', 'bricomputer']",bidenck
Sorry Joe this dreg is voting red. Your opinion of good government is allowing socialism you & Obummer let our jobs go & told plp the days of earning a living by working hard were over. You are trying to squash the middle class. Homelessness needs to end not increase. Go awayJoe,Joe Biden,AGAINST,Bernie Sanders,"['government', 'socialism', 'middle class', 'homelessness', 'job creation', 'job market', 'job training', 'job insecurity', 'job-marketing', 'job satisfaction', 'job cost', 'job demand', 'job availability', 'job efficiency', 'job']",socialism
"Burisma paid Joe #Biden $900,000 for lobbying Ukrainian MP. Burisma paid no less than $16.5 million to Aleksander #Kwasniewski",Joe Biden,AGAINST,Bernie Sanders,"['burisma', 'bucharest', 'budgets', 'elections', 'electronic governance', 'electoral campaigns', 'elective democracy', 'electing politicians', 'electronics', 'electures']",electoral campaigns
"Didn't start well but #JoeBiden gave a great answer to why he thinks he can work with #GOP, especially considering, as he said, they've attacked him and his family.",Joe Biden,FAVOR,Joe Biden,"['biden', 'party', 'civic intelligence', 'citizen science', 'crisis informatics', 'crowdsourcing', 'credibility', 'civariants', 'covariants']",biden
This is why we still need Elizabeth Warren! We need her integrity & her ability to get shit done #ElizabethWarren #WarrenCoronavirusPlan #ShesGotAPlanForThat #ElizabethWarren #WeNeedWarren #NeverthelessShePersisted #ItsTimeForWomenToLead #WarrenBiden,Joe Biden,FAVOR,abortion,"['Warren', 'transparency', 'women', 'women in government', 'women empowerment']",women
"You know what else is up dock?Intimidating not just a Diplomat but multiple careers,in the DOJ with our NATO relations,and in turn #MakeAmericaGreatAgain into,#AbuseOfPower,#JoeBiden#hunterbiden#Urkraine#Coup#Quidproquo#Slander&amp;lies#Graystate#lies#ALtright#Comunist#Altright#Thug!",Joe Biden,AGAINST,Joe Biden,"['jeben', 'biden', 'ben', 'justice']",biden
"#JoeBiden: ""if you don't fire that prosecutor, United States will not give you $1Billion in Aid"" &amp; ""if you don't trust me call #BarackObama Treason!! Locke Em Up!!",Joe Biden,AGAINST,Joe Biden,['biden'],biden
In the famous words of mad Maxine what's good for the goose is good for the gander #ReleaseTheTranscript #JoeBiden #UkraineBiden #UkraineForGain,Joe Biden,AGAINST,Joe Biden,"['biden Ukraine', 'gain', 'gait', 'gene', 'gales', 'gineering', 'gustation', 'glebner', 'galois', 'gme', 'gmm']",biden Ukraine
"Biden and Booker's popularity percentage bring into question the validity of this graphic lol. And no Gabbard, too, raises questions.",Joe Biden,AGAINST,Joe Biden,"['biden and Booker', 'popularity', 'election']",biden and Booker
"Fear of those voters got us the hateful, cruel, corrupt GOP we have in power now. Ignorance of those voters and alienation of those voters will keep that GOP in power. #Biden plays into both fear of those voters &amp; alienation of them.",Joe Biden,AGAINST,Bernie Sanders,"['voters', 'voters alienation', 'voter fear', 'voting fraud', 'vulnerable voters', 'vickrey effect', 'vicker effect', 'vote rigging', 'viral marketing', 'vigibility effect', 'election fraud', 'election defeat']",voters alienation
"Unfortunately, Joe you have also decided not to stand up for the American people. Your actions speak louder then your words.",Joe Biden,AGAINST,nuclear energy,['political science'],political science
@JoeBiden Why don't you and Stevens crawl back under your retirement rocks and keep your mouths shut? The both of you don't give a damn about law abiding citizens being able to defend ourselves and our families. How many armed guards do you have around to protect you?,Joe Biden,AGAINST,gun control,"['defense', 'law enforcement', 'law abiding citizens', 'law-abiding citizens', 'security']",law-abiding citizens
"Rather than listing out facts, policies and political history - @JoeBiden keeps referring viewers to his website. He clearly cant remember any of these during the #DemDebate and is not consistent when he does speak on them. Makes me worry about his ability to be #President.",Joe Biden,AGAINST,Bernie Sanders,"['policy', 'political history', 'debate', 'debt', 'legislation', 'elections', 'electronic government', 'electoral campaigns', 'political science', 'elective laws', 'electures']",electoral campaigns
@JoeBiden people gaining up on you is ridiculous this thing about race is ridiculous they're making too much of it just to win a primary. I actually liked Cory Booker before this I no longer do. If gang bangers bothers him so much maybe he's two thin skined to be President,Joe Biden,AGAINST,school uniforms,"['race', 'computational social science', 'political science', 'electronic governance', 'elections']",computational social science
Joe Biden act sometimes like he just escaped from the nursing home. #Biden,Joe Biden,AGAINST,Joe Biden,"['biden', 'bidenci', 'budgets', 'buhn', 'bluetooth', 'bodgets', 'crisis informatics', 'civic informatics']",biden
Biden accuser is destroying her life all by herself by jumping into politics for no reason. She needs to jump out of it and walk away. Blue party is not vengeful and we will leave her alone IF she leaves us alone. #VoteBiden2020,Joe Biden,FAVOR,Joe Biden,"['biden accuser', 'bipartite', 'biben-biden-bibin-binken-brinken', 'bimin-branken-franken', 'black-box']",biden accuser
"United, we can do this. Join #TeamJoe, and help get the orange stain out of the White House",Joe Biden,FAVOR,nuclear energy,"['politics', 'political economy', 'political science', 'political finance']",political science
LMAOOOOO no it was young joe Biden and he was the coolest dude ever,Joe Biden,FAVOR,Joe Biden,"['biden', 'bidenys', 'budgets', 'buhbner', 'bluetooth', 'bucardiography', 'buccardiography']",biden
"Dude, an @ewarren President, and @PeteButtigieg Vice President ticket would of been amazing! Both have such empathy, and truly care for other's lives! Proud to see them in earnest support towards @JoeBiden. #ElizabethWarren #Biden #coronavirusthoughts",Joe Biden,FAVOR,Joe Biden,"['biden', 'biden and Biden', 'bipartite', 'bicomputer', 'bricomputer']",biden and Biden
#occasionalcortex following #JoeBiden lead! Creepy Joe stays in basement away from media... no embarrassment @AOC avoids debates because she knows she would be destroyed &amp; eaten alive!,Joe Biden,AGAINST,Joe Biden,"['cortex', 'biden', 'civic intelligence', 'crisis informatics', 'crowdsourcing', 'citizen science']",biden
"If this is true, why did you and @BarackObama bail-out the banks in 2008/09 with zero consequences or criminal charges? Actions speak louder than words, Joe. #BlueMAGA #Biden",Joe Biden,FAVOR,Bernie Sanders,"['bail-out', 'banking', 'bailout', 'black-box banking', 'billing-out']",black-box banking
Joe Biden 'Very Close' To 2020 Decision As His Family Gives Its Blessing. #election2020,Joe Biden,FAVOR,Joe Biden,"['future', 'presidential']",presidential
"@AndrewYang ""WE ARE BUILDING THE MOVEMENT TO REWRITE THE RULES TO WORK FOR US, THE PEOPLE. IT'S TIME FOR A HUMAN-CENTERED AMERICA."" Then why did you endorse Biden? He said ""nothing will change"" with me. i wish you had a spine and would just stick to your principles. #FeelTheBern",Joe Biden,AGAINST,Joe Biden,"['biden', ""biden's platform"", 'democracy']",biden
"Congrats, #JoeBiden. You sound like John Bolton or Marco Rubio. Why we wouldn't vote for you, either, Real Dem. Shame on progressives lining up with this disgrace of a politician who knowingly helped lead the U.S. into Iraq on a pack of lies War monger!",Joe Biden,AGAINST,Joe Biden,['biden'],biden
Things are pretty sweet out here in Sioux County for the Dessert Social! @JoeBiden is the only candidate my grandma would make cookies for! Democrats in Northwest Iowa are Fired Up &amp; Ready for,Joe Biden,FAVOR,Donald Trump,['elections'],elections
"If #Biden is the last great white ""moderate"" Democrat hope, the DNC is clawing at the bottom of the barrel. #SomeoneGiveHimSoGinkoBiloba I bet #ElizabethWarren is the nominee unless Cankles hops in, or the real Democrat party dream, thrill-up-the-leg candidate, Michelle O #OhNo",Joe Biden,AGAINST,Joe Biden,"['biden', 'blue-state', 'liberal', 'voting', 'voter', 'votibration', 'vacancy', 'vipender', 'vowel', 'vista', 'vietibration']",biden
#JoeBiden's (ready for office letter) HAD A MASSIVE CYA! statement from the doctor&gt; I did not test for cognitive function HELLO RED FLAG! Ive never seen that in any ready for office letter for any candidate!,Joe Biden,FAVOR,cloning,"['cognitive function', 'cognitive work', 'cognition', 'office writing', 'cscw', 'crowdsourcing', 'civic intelligence', 'covariate', 'coping function', 'coding theory', 'cocomo']",covariate
So did Biden just have an episode or was he trying to mimic a stutterer? #DemocraticDebate,Joe Biden,AGAINST,Joe Biden,"['bidensteria', 'debate', 'stutterer', 'debt', 'bipartite', 'debtor', 'debut', 'debatte', 'debatin', 'debensteria']",stutterer
"@SpeakerPelosi @TeamPelosi If y'all liberal white folks don't stop dismissing the hurt and anger of your most solid voting block, you will lose. If you lose the black vote, you will lose. Stop ignoring our pain. Respect us. #racism #ThursdayThoughts #JoeBiden #respect",Joe Biden,FAVOR,Bernie Sanders,"['white', 'voting', 'race', 'redistribution', 'voter fraud', ""voters'anger""]",voters'anger
"Aww stop it dude, I know it seems that way, but God loves Joe too. Joe is a very bad man. Joe will pay. Vengeance and Karma both go to #JoeBiden #GodNeverChanges",Joe Biden,AGAINST,nuclear energy,"['god', 'bad man', 'karma', 'change', 'change in the universe', 'change of civilizations', 'change propagation', 'change-in-time']",change of civilizations
